place_name,texte,score,avg_sentence_length,total_words,total_uncommon_words,uncommon_tokens,passive_sentences,passive_ratio,subordinate_clauses,subordinate_ratio,subordinate_words
Mission Locale de la Marne aux Bois - Rosny,"La Mission locale accueille les jeunes de 16 à 25 ans ayant quitté le système scolaire pouvant bénéficier d’un accompagnement personnalisé par un conseiller.  La Mission locale vous aide à - définir un projet professionnel- rechercher un emploi, une formation- prendre connaissance des modalités pour travailler à l’étranger- être informé en matière de droits à la santé, au logement, de garde d’enfants, etc.  Admission : - Pièce d'identité ou Carte de Séjour",91.66666666666667,10.5,63,0,[],1,0.16666666666666666,0,0.0,[]
point-justice de Montreuil Centre-Ville,"Le point-justice de Montreuil Centre-Ville est un service juridique de proximité qui peut être sollicité en dehors de tout procès ou bien avant, pendant ou après un procès. C’est un lieu d’accueil, d’orientation et d’information sur les droits et obligations dans de nombreux domaines de droit (famille, pénal, travail, étranger, etc.).Le point-justice permet à chaque personne, quels que soient ses revenus, son lieu de vie, son âge, son sexe, sa nationalité, etc. de : connaître ses droits, ses devoirs et obligations ; être informée sur les moyens de les faire valoir ;être orientée vers les structures adaptées ;être aidée à accomplir des démarches ;être informée sur la médiation ;être mise en relation avec un conciliateur de justice.Les permanences des professionnels du droit ou des associations qui s’y déroulent sont gratuites, confidentielles et accessibles à tous. Elles sont généralement accessibles sur rendez-vous qui est fixé par l’agent d’accueil du point-justice après analyse de la difficulté rencontrée.",71.43695014662757,14.090909090909092,155,1,['conciliateur'],6,0.5454545454545454,0,0.0,[]
Mission Locale CODE - antenne de Pierreﬁtte,"La Mission Locale accueille les jeunes de 16 à 25 ans ayant quitté le système scolaire pouvant bénéficier d’un accompagnement personnalisé par un conseiller. La Mission Locale vous aide à :Définir un projet professionnelRechercher un emploi, une formation Prendre connaissance des modalités pour travailler à l’étranger Être informé en matière de droits à la santé, au logement, de garde d’enfants, etc. ",43.55172413793103,29.0,58,1,['professionnelRechercher'],1,0.5,0,0.0,[]
Mission Locale CODE - Saint-Denis (Siège),"La Mission Locale accueille les jeunes de 16 à 25 ans ayant quitté le système scolaire pouvant bénéficier d’un accompagnement personnalisé par un conseiller. La Mission Locale vous aide à :Définir un projet professionnelRechercher un emploi, une formation Prendre connaissance des modalités pour travailler à l’étranger Être informé en matière de droits à la santé, au logement, de garde d’enfants, etc. ",43.55172413793103,29.0,58,1,['professionnelRechercher'],1,0.5,0,0.0,[]
Bureau d'accompagnement vers l'emploi,Le Bureau d'Accompagnement Individualisé vers l'Emploi (BAIE) du CIDFF 93 est un Service agréé par le Ministère des Droits des Femmes qui a pour objectif d'accompagner les femmes de Seine-Saint-Denis dans leur recherche de formation et/ou d'emploi. Élaboration du projet professionnelRecherche de formationValorisation du parcours réalisé en France ou à l'étrangerCréation des outils de recherche d'emploiSimulations d'entretiensUniquement sur rendez-vous.,0.0,57.0,57,6,"['Individualisé', 'professionnelRecherche', 'formationValorisation', 'étrangerCréation', 'emploiSimulations', 'entretiensUniquement']",0,0.0,0,0.0,[]
Planning Familial 93,"Le M.F.P.F 93 est une association féministe d'éducation populaire qui lutte depuis 1972 pour créer les conditions d'une sexualité vécue sans répression ni dépendance. Il défend le droit à l'avortement et à la contraception, lutte contre les violences spéciﬁques faites aux femmes.Accompagnement de personnes victimes de violences. Formations. . Sensibilisation, information. Confidentialité. Consultation IVG – contraceptionTypes de violences :- Violences au sein du couple- Violences intra-familiales- Violences sexuelles (viols, agressions sexuelles, inceste…)",92.37762237762237,5.909090909090909,65,1,['contraceptionTypes'],1,0.09090909090909091,0,0.0,[]
SOS Femmes 93  - Lieu d'Accueil et d'Orientation,"Lieu d’Accueil et d’Orientation pour les femmes victimes de violences conjugales originaires de la Seine-Saint-Denis avec ou sans enfants.La structure propose: accueil spécialisé, écoute, conseil, soutien, information, permanence juridique. Un accueil collectif sans rendez-vous est ouvert le lundi de 17h à 20h et les mardi, mercredi et jeudi de 10h à 13h (vous pouvez venir seule ou avec vos enfants).Les après midi de 14h à 17h30 sont consacrés aux rendez-vous individuel. Le service est ouvert le vendredi pour les rendez-vous individuels et réservé aux ateliers collectifs sur inscriptions.Le numéro de téléphone (0148486227) est celui de la permanence téléphonique : qui dispense une écoute confidentielle et anonyme, du lundi au vendredi de 14h à 17h.",69.6,20.2,101,0,[],2,0.4,0,0.0,[]
CSAPA Docteur Pesqué,"Le CSAPA Docteur Pesqué est un centre d’addictologie intégré au Centre municipal de santé  d'Aubervilliers.Le centre accueille, informe, oriente et accompagne les personnes de tous âges pour toutes les problématiques  d'addiction avec ou sans produit. Des consultations sont également ouvertes à l’entourageLes consultations ont lieu au CMS sur rendez vous uniquement.",83.79487179487181,17.333333333333332,52,3,"['Pesqué', 'addictologie', 'entourageLes']",0,0.0,0,0.0,[]
Secours Populaire - Comité de Drancy,"Le Secours populaire français intervient dans les domaines de l’aide alimentaire, vestimentaire, de l’accès et du maintien dans le logement, de l’accès aux soins, de l’insertion socioprofessionnelle, de l’accès à la culture et plus généralement de l’accès aux droits pour tous. Permanence d'accueil au 9 cité la Muette : mercredi et jeudi. ",76.0,25.0,50,1,['socioprofessionnelle'],0,0.0,0,0.0,[]
CSAPA Balagny,"Le CSAPA Balagny est un Centre de Soins, d’Accompagnement et de Prévention en Addictologie. Il accueille et accompagne toute personne en difficulté avec une problématique addictive, avec ou sans produit ou de son entourage. Il est intégré au Centre Municipal de Santé Balagny.",81.3953488372093,8.6,43,4,"['Balagny', 'Addictologie', 'addictive', 'Balagny']",0,0.0,0,0.0,[]
AIDES Saint-Denis,"AIDES est une association de lutte contre le VIH/sida et les hépatites virales. Elle mène des actions d'information, de prévention, de soutien auprès des personnes concernées par le VIH et les hépatites.  Le local AIDES St-Denis accompagne également les personnes vivant avec le VIH dans leur démarches administratives et de santé. Des permanences sont organisées chaque semaine pour répondre aux besoins en santé sexuelle et par rapport à la consommation de produits psycho-actif. Il est possible d'y réaliser des tests rapides du VIH et de l'hépatites C gratuits et à résultat immédiat dans un environnement confidentiel et sans jugement Sur RDV du lundi au vendredi au 06.01.01.82.11 / 07 62 38 69 37 /  ymaisonneuve@aides.orgSans RDV tous les Mercredi de 15h à 19h.",93.75,14.375,115,0,[],1,0.125,0,0.0,[]
AIDES Bobigny,"L'association AIDES réalise des actions prévention, de sensibilisation avec offre de dépistage rapide pour le VIH/SIDA et des hépatites virales B et C. C'est un test rapide, gratuit, confidentiel avec un résultat immédiat. Les militant-e-s de l'association AIDES échangent sur les risques liés aux infections sexuellement transmissibles (IST), la consommation des produits (drogues), et toute question en lien avec la santé. Nous délivrons gratuitement aussi le matériel de prévention : les préservatifs (interne et externe), la documentation sur les IST, le matériel de réductions des risques lié aux drogues (doseurs, pipes à crack, seringues stériles , etc.…). Nous proposons enfin des auto-prélèvements anaux, vaginaux ou oraux afin de détecter d'éventuelles infections à la gonorrhée et aux chlamydiae. Le tout dans un cadre confidentiel, sans jugement.  Nous accompagnons également les personnes qui le souhaitent vers un accès aux droits, aux soins et à l'autonomie en santé. Nous pouvons ainsi aider les personnes vivant avec le VIH à obtenir un RDV en préfecture et prendre en charge une partie de leurs timbres fiscaux dans le cadre des demandes de titre de séjour pour soins (1ère demande et renouvellement).Les permanences d'accueil de santé sexuelle sont tous les mercredis de 14h00-19h30. C'est sans RDV et on vous propose, le dépistage rapide du VIH, de l'hépatite B et C. On parle sexualité, santé sexuelle et comment réduire ses prises de risques. Si vous souhaitez passer à notre local à un autre moment, n'hésitez pas à nous appeler pour prendre un RDV ou vérifier que nous sommes bien là.",76.49687154950313,22.454545454545453,247,5,"['transmissibles', 'doseurs', 'vaginaux', 'gonorrhée', 'chlamydiae']",0,0.0,1,0.09090909090909091,['confidentiel']
Secours Populaire - Comité de La Courneuve,"Le Secours populaire français intervient dans les domaines de l’aide alimentaire, vestimentaire, de l’accès et du maintien dans le logement, de l’accès aux soins, de l’insertion socioprofessionnelle, de l’accès à la culture et plus généralement de l’accès aux droits pour tous.  ",43.1219512195122,41.0,41,1,['socioprofessionnelle'],0,0.0,0,0.0,[]
Point d'Accès au Droit de Noisy-le-Sec,"Le Point d’Accès au Droit (PAD) de Noisy-le-Sec est un lieu labélisé par le conseil Départemental d’Accès au droit (CDAD) qui accueille sur rendez-vous, gratuitement et anonymement, les personnes rencontrant un problème juridique et/ou administratif.",90.11764705882354,17.0,34,1,['labélisé'],0,0.0,0,0.0,[]
CeGIDD Départemental de Bobigny,"Le CeGIDD départemental de Bobigny assure des missions de prévention, de dépistage et de diagnostic du VIH, des hépatites et des infections sexuellement transmissibles, avec consultation gynécologique et de psycho-sexologie UNIQUEMENT pour les femmes Pour obtenir d'autres informations sur le Dépistage à Bobigny, vous pouvez consulter le site internet de Sida Info Service.",7.185185185185187,54.0,54,4,"['CeGIDD', 'transmissibles', 'gynécologique', 'sexologie']",0,0.0,0,0.0,[]
Mission Locale Intercommunale - antenne de Sevran,"La Mission locale accueille les jeunes de 16 à 25 ans ayant quitté le système scolaire pouvant bénéficier d’un accompagnement personnalisé par un conseiller  La Mission locale vous aide à :- définir un projet professionnel - rechercher un emploi, une formation - prendre connaissance des modalités pour travailler à l’étranger - être informé en matière de droits à la santé, au logement, de garde d’enfants, etc. La Mission locale propose des contrats d'engagement jeune (CEJ), un dispositif d'accompagnement renforcé qui engage les jeunes à participer à des activités d'insertion entre 15 et 20h par semaine en échange d'une aide financière. ",83.6,18.2,91,0,[],1,0.2,0,0.0,[]
Secours Populaire - Comité des Lilas,"Le Secours populaire français intervient dans les domaines de l’aide alimentaire, vestimentaire, de l’accès et du maintien dans le logement, de l’accès aux soins, de l’insertion socioprofessionnelle, de l’accès à la culture et plus généralement de l’accès aux droits pour tous. Permanence d'accueil le mardi et le jeudi après-midi.",77.83333333333333,24.0,48,1,['socioprofessionnelle'],0,0.0,0,0.0,[]
Mission Locale Intercommunale - antenne de Villemomble,"La Mission locale accueille les jeunes de 16 à 25 ans ayant quitté le système scolaire pouvant bénéficier d’un accompagnement personnalisé par un conseiller.La Mission locale vous aide à : définir un projet professionnelrechercher un emploi, une formationprendre connaissance des modalités pour travailler à l’étranger être informé en matière de droits à la santé, au logement, de garde d’enfants, etc.  ",40.98245614035088,28.5,57,2,"['professionnelrechercher', 'formationprendre']",1,0.5,0,0.0,[]
Boutique alimentaire Coup de pouce,"L'association Coup de Pouce gère une épicerie sociale et solidaire réservée aux familles des Pavillons-sous-Bois les plus démunies, orientées par les organismes sociaux (le CCAS , la CAF , la mission RSA , les assistantes sociales). Les personnes reçoivent des denrées alimentaires en échange d’une participation ﬁnancière qui s’élève à 10% du prix marchand des produits.",50.07843137254902,25.5,51,1,['démunies'],0,0.0,1,0.5,['orientées']
CSAPA Oppelia Cap 93,"Un CSAPA est un lieu d'accueil, d'orientation et de soins pour les personnes en difficulté avec une conduite addictive. Il s'adresse à l'entourage, ainsi qu'aux professionnels. Le CSAPA Oppelia Cap 93 accueillent les personnes présentant une addiction avec ou sans produit et leur entourage. Il est ouvert aux mineurs.La prise de RDV se fait par téléphone ou sur place dans le temps de présence de la secrétaire.",94.02985074626866,13.4,67,2,"['addictive', 'Oppelia']",0,0.0,0,0.0,[]
Mission Locale Intercommunale - antenne de Tremblay-en-France,"La Mission locale accueille les jeunes de 16 à 25 ans ayant quitté le système scolaire pouvant bénéficier d’un accompagnement personnalisé par un conseiller.  La Mission locale vous aide à - définir un projet professionnel- rechercher un emploi, une formation- prendre connaissance des modalités pour travailler à l’étranger- être informé en matière de droits à la santé, au logement, de garde d’enfants, etc.  La Mission locale propose des contrats d'engagement jeune (CEJ), un dispositif d'accompagnement renforcé qui engage les jeunes à participer à des activités d'insertion entre 15 et 20h par semaine en échange d'une aide financière.",73.5,22.0,88,0,[],1,0.25,0,0.0,[]
ASKOLA,"La mission de ASKOLA est de permettre l'accès à l'éducation à tous les enfants qui en sont exclus, vivant en dans des situations de grande précarité sur le département de la Seine-Saint-Denis, et d'en assurer la pérennité.L'association propose :des actions d'éducation : préparation scolaire dans les dispositifs “Passerelle” des camions-école; soutien scolaire; sorties culturellesdes actions de médiation scolaire : sensibilisation; accompagnement pour les inscriptions scolaires et l'entrée à l'école; soutien matériel (don de fournitures scolaires neuves) ; création et renforcement d'un lien entre la famille et l'institution scolairedes actions de plaidoyer : avec un collectif de mères d'élèves concernées, améliorer la prise en compte des besoins par les politiques publiques, défendre le droit à l'école et combattre les obstacles à la scolarisation",86.63865546218487,11.9,119,2,"['culturellesdes', 'scolairedes']",0,0.0,2,0.2,"['vivant', 'améliorer']"
Maison de Justice et du Droit d'Epinay-sur-Seine,"La maison de justice et du droit d'Epinay-sur-Seine est une structure judiciaire de proximité qui dépend du tribunal judiciaire de Bobigny et qui est également gérée par la collectivité locale d'Epinay-sur-Seine. C’est un lieu d’accueil, d’orientation et d’information sur les droits et obligations dans de nombreux domaines de droit (famille, pénal, travail, étranger, etc.) qui peut être sollicité en dehors de tout procès ou bien avant, pendant ou après un procès.La maison de justice et du droit permet à chaque personne, quels que soient ses revenus, son lieu de vie, son âge, son sexe, sa nationalité, etc. de :·         connaître ses droits, ses devoirs et obligations ;·         être informée sur les moyens de les faire valoir ;·         être orientée vers les structures adaptées ;·         être aidée à accomplir des démarches ;·         être aidée en tant que victime d’une infraction pénale ;·         être informée sur la médiation ;·         être mise en relation avec un conciliateur de justice.Les permanences des professionnels du droit ou des associations qui s’y déroulent sont gratuites, confidentielles et accessibles à tous. Elles sont généralement accessibles sur rendez-vous qui est fixé par l’agent d’accueil du point-justice après analyse de la difficulté rencontrée.Des activités judiciaires pénales (audience pénale par exemple) et civiles (audition par le juge des enfants par exemple) peuvent s’y dérouler.Pour son volet accès au droit, cette MJD appartient au réseau des point-justice du département.",61.67052767052765,15.857142857142858,222,1,['conciliateur'],9,0.6428571428571429,1,0.07142857142857142,['étranger']
Maison de Justice et du Droit de Clichy-sous-Bois,"La maison de justice et du droit de Clichy-sous-Bois est une structure judiciaire de proximité qui dépend du tribunal judiciaire de Bobigny et qui est également gérée par la collectivité locale de Clichy-sous-Bois. C’est un lieu d’accueil, d’orientation et d’information sur les droits et obligations dans de nombreux domaines de droit (famille, pénal, travail, étranger, etc.) qui peut être sollicité en dehors de tout procès ou bien avant, pendant ou après un procès.La maison de justice et du droit permet à chaque personne, quels que soient ses revenus, son lieu de vie, son âge, son sexe, sa nationalité, etc. de :·         connaître ses droits, ses devoirs et obligations ;·         être informée sur les moyens de les faire valoir ;·         être orientée vers les structures adaptées ;·         être aidée à accomplir des démarches ;·         être aidée en tant que victime d’une infraction pénale ;·         être informée sur la médiation ;·         être mise en relation avec un conciliateur de justice.Les permanences des professionnels du droit ou des associations qui s’y déroulent sont gratuites, confidentielles et accessibles à tous. Elles sont généralement accessibles sur rendez-vous qui est fixé par l’agent d’accueil du point-justice après analyse de la difficulté rencontrée.Des activités judiciaires pénales (audience pénale par exemple) et civiles (audition par le juge des enfants par exemple) peuvent s’y dérouler.Pour son volet accès au droit, cette MJD appartient au réseau des point-justice du département.",61.39285714285715,16.0,224,1,['conciliateur'],9,0.6428571428571429,1,0.07142857142857142,['étranger']
Espace Tête à Tête,"Situé au sein du centre commercial Rosny 2, le Tête à Tête accueille les adolescents et les jeunes adultes de la Seine-Saint-DenisLe Tête à Tête a pour objectif de permettre à tous les jeunes du département de trouver, dans la permanence et la durée, un espace d’information, d’écoute et d’orientation facile d’accès et capable de répondre à leurs préoccupations sur la vie affective et sexuelle, l’usage de produits psychoactifs, le bien-être/mal-être et les violencesÊtre à l’écoute des prises de risques et des problématiques associéeOrienter et accompagner vers des structures et/ou services spécialisés si besoinAccueillir et informer le public sur ses conduites à risqueL’entrée est libre, anonyme et gratuite",0.0,110.0,110,5,"['Rosny', 'psychoactifs', 'violencesÊtre', 'associéeOrienter', 'besoinAccueillir']",0,0.0,0,0.0,[]
Centre de Soins d'Accompagnement et de Prévention en Addictologie (CSAPA) -  Le Chat,"Un CSAPA est un lieu d'accueil, d'orientation et de soins pour les personnes en difficulté avec une conduite addictive. Il s'adresse à l'entourage, ainsi qu'aux professionnels.Le CSAPA municipal de Saint-Denis ""Le Chat"" propose un accompagnement et des soins pour les personnes principalement en difficulté avec l'alcool et/ou le tabac. Il se situe dans les locaux du Centre Municipal de Santé Le Cygne.",96.82539682539682,12.6,63,1,['addictive'],0,0.0,0,0.0,[]
Association Femmes Relais Médiatrices Interculturelles,"L'association Femmes Relais Médiatrices Interculturelles est une association balbynienne de médiation sociale et culturelle composée d'une équipe pluridisciplinaire (assistante sociale, médiatrice / médiateur social, juriste). Elle propose notamment :Une permanence d’accueil pour l'accès aux droits (association spécialisée dans le droit des étrangers)Des ateliers sociolinguistiques Des ateliers informatique Des ateliers emploi et estime de soi Des séances thématiques (CAF, parentalité, santé, éco-gestes, tri sélectif, etc…)Du sport (fitness et remise en forme)Des permanences à la Poste Un atelier Vélo Une distribution de colis alimentaireUn écrivain public De l'accompagnement scolaire Des sorties culturelles et familiales Des ateliers couture Infatigables depuis 1988D’une manière ou d’une autre, nous sommes toujours en action pour notre public. Toujours en action pour leur apporter une vie meilleure.",68.34782608695652,23.0,115,9,"['Médiatrices', 'Interculturelles', 'balbynienne', 'pluridisciplinaire', 'médiatrice', 'sociolinguistiques', 'parentalité', 'alimentaireUn', 'Infatigables']",0,0.0,0,0.0,[]
CeGIDD Hôpital André Grégoire - Montreuil,"Centre Gratuit d’Information de Dépistage et de Diagnostic des infections par le VIH, les Hépatites et les infections sexuellement transmissibles (CeGIDD).   Il a pour missions la prévention, le dépistage, le traitement du VIH, des hépatites virales et des autres infections sexuellement transmissibles, le dépistage et la prise en charge des violences, la contraception et la trithérapie d’urgence, la prévention et l’orientation des grossesses non prévues, les vaccinations contre les infections sexuellement transmissibles. Il s’articule avec l’activité de maladies infectieuses de la consultation de médecine interne et avec le service de gynécologie-obstétrique, pour améliorer la santé sexuelle de la population vivant sur notre territoire   Pour obtenir d'autres informations sur le Dépistage à Montreuil, vous pouvez consulter le site internet de Sida Info Service.",42.99186991869919,30.75,123,8,"['Hépatites', 'transmissibles', 'CeGIDD', 'transmissibles', 'trithérapie', 'transmissibles', 'gynécologie', 'obstétrique']",0,0.0,1,0.25,['pour']
CeGIDD du Centre hospitalier de Saint-Denis,"Le CeGIDD du Centre hospitalier de Saint-Denis est un Centre Gratuit d’Information de Dépistage et de Diagnostic des infections par le VIH, les Hépatites et les infections sexuellement transmissibles (CeGIDD).   Il a pour missions la prévention, le dépistage, le traitement du VIH, des hépatites virales et des autres infections sexuellement transmissibles, le dépistage et la prise en charge des violences, la contraception et la trithérapie d’urgence, la prévention et l’orientation des grossesses non prévues, les vaccinations contre les infections sexuellement transmissibles.        > Veuillez vous présenter au plus tard 45 minutes avant la fermeture  > Veuillez appeler durant les horaires d'ouverture              >> Pour les consultations PrEP <<       > 1er contact : aux horaires du CeGIDD       > Initiation et suivis uniquement sur rendez-vous du lundi au vendredi (de 9h à 18h)   Pour obtenir d'autres informations sur le Dépistage à Saint-Denis, vous pouvez consulter le site internet de Sida Info Service.",49.56716417910448,33.5,134,9,"['CeGIDD', 'Hépatites', 'transmissibles', 'CeGIDD', 'transmissibles', 'trithérapie', 'transmissibles', 'PrEP', 'CeGIDD']",0,0.0,0,0.0,[]
Secours Populaire - Comité de l'île Saint-Denis,"Le Secours populaire français intervient dans les domaines de l’aide alimentaire, vestimentaire, de l’accès et du maintien dans le logement, de l’accès aux soins, de l’insertion socioprofessionnelle, de l’accès à la culture et plus généralement de l’accès aux droits pour tous.Permanence d'accueil au centre social le jeudi de 14h à 17h. ",76.0,25.0,50,1,['socioprofessionnelle'],0,0.0,0,0.0,[]
CASITA Maison des adolescents,"La maison des adolescents, CASITA, est un lieu d’accueil, d’écoute et d’orientation où les adolescents peuvent venir seuls ou accompagnés   Les professionnels de CASITA assurent un accueil et des soins multidisciplinaires pour les adolescents de 11 à 21 ans habitant le bassin de vie autour de l'Hôpital Avicenne : Aubervilliers, Bobigny, Drancy, La Courneuve, Pantin, Noisy-le-Sec. L'équipe assure un accueil des adolescents et de leur famille au téléphone ou sur place   La maison des adolescents est située dans l'enceinte de l'Hôpital. Les portes de CASITA sont ouvertes à tout jeune en proie à des difficultés. Les équipes de CASITA sont aussi à disposition des parents ou des professionnels souhaitant évoquer une situation particulière.",79.06684141546528,15.571428571428571,109,3,"['multidisciplinaires', 'Avicenne', 'Courneuve']",1,0.14285714285714285,1,0.14285714285714285,['d’']
CASADO Maison des adolescents,"La maison des adolescents, CASADO, est un lieu d’accueil, d’écoute et d’orientation pour les adolescents de 12 à 21 ans mais aussi pour leurs parents et des professionnels du secteur.",74.0,28.0,28,0,[],0,0.0,0,0.0,[]
CSAPA la Mosaïque,"Centre de Soins d'Accompagnement et de Prévention en Addictologie ( drogues illicites exclusivement)  : ce centre anonyme et gratuit accueille les patients toxicomanes et toutes leurs co-addictions. La composition de l’équipe pluridisciplinaire permet une prise en charge élargie sur le plan somatique, psychologique, socio-éducatif.",80.0,13.333333333333334,40,4,"['Addictologie', 'toxicomanes', 'pluridisciplinaire', 'somatique']",0,0.0,0,0.0,[]
Secours Populaire - Comité de Livry Gargan,"Le Secours populaire français intervient dans les domaines de l’aide alimentaire, vestimentaire, de l’accès et du maintien dans le logement, de l’accès aux soins, de l’insertion socioprofessionnelle, de l’accès à la culture et plus généralement de l’accès aux droits pour tous. Permanence d'accueil le lundi et le jeudi.",77.83333333333333,24.0,48,1,['socioprofessionnelle'],0,0.0,0,0.0,[]
Secours Catholique de Clichy-sous-Bois,"Le Secours Catholique de Clichy-sous-Bois propose un accueil social chaque mardi matin : une permanence d'écoute aux personnes qui lui sont adressées, souvent en grande détresse. Une épicerie sociale fonctionne également, mais uniquement sur orientation d'une assistante socialeLe Secours Catholique de Clichy-sous-Bois organise aussi des activités culturelles, un jeudi matin par mois.",51.91836734693878,24.5,49,1,['socialeLe'],1,0.5,0,0.0,[]
Juris Secours Bobigny,"Association d’accès au Droit et de cohésion sociale. Permanence juridique, conseil administratif, écrivain public et accompagnement social, notamment accompagnement des femmes et jeunes filles victimes de violences et/ou de discrimination. SUR RDV par téléphone aux horaires indiqués. Permanences juridiques généralistes sur d'autres sites à Bobigny:tous les lundis de 14h à 17h à l'Hôtel de Ville de Bobigny. Sans rendez-vous.toutes les 3 semaines, le vendredi de 10h à 12h, à la Mairie annexe Epstein, située au 31 rue de l'Etoile à Bobigny. Prendre rendez-vous au 0148329139. toutes les 3 semaines, le vendredi de 10h à 12h, à la Maire annexe Racine, située au 8 Rue Racine à Bobigny. Prendre rendez-vous au 0148329139. toutes les 3 semaines, le vendredi de 10h à 12h, à la Mairie annexe Emile Aillaud, située au 60 avenue Edouard Vaillant à Bobigny. Prendre rendez-vous au 0148329139.  Permanence juridique spécialisée en droit du travail : tous les mardis matins, de 9h30 à 12h30 au Conseil de prud'hommes situé au 1-13 rue Michel de l’Hospital à Bobigny. Prendre rendez-vous au 01 48 96 22 22. ",79.51902587519027,16.22222222222222,146,1,['Aillaud'],0,0.0,3,0.3333333333333333,"['située', 'située', 'située']"
France Services de villetaneuse -Maison Commune-Espace Numerique,"Le service municipal France Services, vous oriente et vous informe sur vos démarches et vous accompagne dans vos démarches administratives avec les 9 partenaires de l'etat. Il comprend les agents France Services et , les conseillers Numérique.  ",95.0,17.5,35,0,[],0,0.0,0,0.0,[]
CAUP Montreuil,"Centre d'Accueil et d'Urgence Psychiatrique :Une équipe de psychiatres et d'infirmiers accueille les habitants de  Montreuil, Romainville et Noisy-le-Sec pour toute demande relative à des troubles psychiatriques ou des difficultés psychologiques. En fonction des besoins propres à chaque patient, sont mis en œuvre des soins diversifiés dans un but de prévention, de traitement adapté et de meilleure insertion familiale et sociale. ",70.0,20.0,60,1,['Romainville'],1,0.3333333333333333,0,0.0,[]
point-justice de Sevran,"Le point-justice de Sevran est un service juridique de proximité qui peut être sollicité en dehors de tout procès ou bien avant, pendant ou après un procès. C’est un lieu d’accueil, d’orientation et d’information sur les droits et obligations dans de nombreux domaines de droit (famille, pénal, travail, étranger, etc.).Le point-justice permet à chaque personne, quels que soient ses revenus, son lieu de vie, son âge, son sexe, sa nationalité, etc. de :·         connaître ses droits, ses devoirs et obligations ;·         être informée sur les moyens de les faire valoir ;·         être orientée vers les structures adaptées ;·         être aidée à accomplir des démarches ;·         être informée sur la médiation ;·         être mise en relation avec un conciliateur de justice.Les permanences des professionnels du droit ou des associations qui s’y déroulent sont gratuites, confidentielles et accessibles à tous. Elles sont généralement accessibles sur rendez-vous qui est fixé par l’agent d’accueil du point-justice après analyse de la difficulté rencontrée.",65.56743909685086,13.909090909090908,153,2,"['Sevran', 'conciliateur']",7,0.6363636363636364,0,0.0,[]
Secours Populaire - Comité de Montreuil,"Le Secours populaire français intervient dans les domaines de l’aide alimentaire, vestimentaire, de l’accès et du maintien dans le logement, de l’accès aux soins, de l’insertion socioprofessionnelle, de l’accès à la culture et plus généralement de l’accès aux droits pour tous. Permanence d'accueil le lundi, mardi et mercredi et samedi. Réception des dons le samedi de 14h à 16h. LES INSCRIPTIONS ONT LIEU LES LUNDIS.",96.82539682539682,12.6,63,1,['socioprofessionnelle'],0,0.0,0,0.0,[]
Mission Locale Noisy-le-Grand,"La Mission locale accueille les jeunes de 16 à 25 ans ayant quitté le système scolaire pouvant bénéficier d’un accompagnement personnalisé par un conseiller. La Mission locale vous aide à :- définir un projet professionnel - rechercher un emploi, une formation- prendre connaissance des modalités pour travailler à l’étranger- être informé en matière de droits à la santé, au logement, de garde d’enfants, etc.Accueille les jeunes de Noisy-le-Grand et Gournay-sur-Marne. /!\ N'accueille plus les jeunes de Neuilly-sur-Marne.",92.85714285714286,9.571428571428571,67,0,[],1,0.14285714285714285,0,0.0,[]
